,Date,Username,Review,Likes On Reviews
0,"May 29, 2018",S J,It's not really an app if it uses the browser for everything.,1
0,"June 1, 2018",A Google user,Doesn't support English in the Netherlands,1
0,"June 3, 2018",Whig Zhou,Cannot login for weeks.,1
0,"February 4, 2019",anisa Farah,omar,
0,"May 23, 2018",Hayli Young,This app is amazing and helpful. And I would give it 5 stars but I can't see any of the products. I can search them and everything and I cab even click on them but there aren't any pictures to correlate with what I'd be buying.,11
0,"May 25, 2018",Melissa Meier,I can't log into the app so I don't really the the point of it. I've tried logging it multiple times but I get a pop saying my password is temporary and to replace it and when I try it tells so something went wrong and to try again. This has been happening every time I try to log in for multiple days now,4
0,"May 24, 2018",linda othman,"I hate that it freezes my account and needing me to contact the customer service despite I have clicked the forgot password and entered the new one. Still, it freezes my account",2
0,"May 23, 2018",Joe Kelly,Love IKEA but the last 2 updates keep crashing it! Doesn't even open 😭😭😭 running Android 8.1 Pixel 2 XL,8
0,"May 25, 2018",Mr Lawson,"Does not allow you to sign in. You can enter your pass word, but not your email. So obviously you can't sign in. The email section does not activate when pressed so can't type a thing.",
0,"May 24, 2018",Seyifunmi Adesina,This used to work perfectly but now I can't even see the image of what I'm buying.,1
0,"May 23, 2018",Felix Purnomo,Please provide detail information on where to pickup markethall product picking location as shown in self serve picking location,1
0,"June 5, 2018",Ebony Sanders,App continues to crash.,1
0,"June 17, 2018",Mina Djuric,"Ever since I've updated the app, pictures are not loaded.",
0,"June 5, 2018",A Google user,Best store in the world.Thak you Sweden!,1
0,"June 5, 2018",A Google user,Not a catalogue.,1
0,"May 8, 2018",Natasha Thicksten-Duncan,"I would love to be able to use this app, but my password (which works absolutely fine on the site) will not work in the app. It says it is temporary and that I need to change it. Then it says I am locked out and to await an email. Three days later.... No email (yes I checked my spam folder). I am writing this in the hopes that customer service reads these because there is no available customer service for the app otherwise. Please let me use your app ikea.",37
0,"May 15, 2018",Matthew Baynham,"The big problem I have is every time, I try to scroll up or down through a list of products this app will select one of the products. This is really annoying. It's best to forget this app and just use their website.",29
0,"April 30, 2018",latiga,"No use for me 'cos the language options don't include English. I just moved here, i don't speak no Dutch, nor French.. should be possible to keep at least English language no matter what is your location",25
0,"May 10, 2018",Cikeithia Tresvant,Hate I still have to go online to see my offers and restaurant/food offers. Cool i have access to my card and i like the search for products but nothing else. Useless app,18
0,"May 4, 2018",Daniel Wilson,"UK, can't get past selecting a store. Always says that there is a server error and to try again later, regardless of whether I let it try to find my nearest store, or I manually select UK from the list. Unusable.",21
0,"May 7, 2018",Val Hansen,"just data collector. doesnt recognize card#, login and password change endless fail loop. wants more personal demographics than helpful as an app.",9
0,"April 29, 2018",Brian Haynes,It does not matter if you are logged into your account the app and the website do not communicate to show what items you have in your shopping list from your computer. This makes the app not worth it to me.,23
0,"May 4, 2018",Ka Bi,Constantly says there is a server issue when I try to select a store. I tried reinstalling it but still doesnt work,3
0,"May 18, 2018",Ethian Kent,"Somehow this app doesn't support p20pro in barcode scanning. When I use the barcode scanner to scan IKEA product barcode. It doesn't gives out any respond. Kindly fix this, thank you.",2
0,"May 7, 2018",A Google user,"Login doesn't work, will re-rate when it gets fixed bcuz I love this store/company just needs to fix app please.",5
0,"May 20, 2018",Craig Dashnow,"Very slow, filter do not work, coming about network issues but the site works on the same phone just fine.",1
0,"May 18, 2018",Beth Martin,Cannot log into app. Keeps saying that I'm using a temporary password even though it's the password I was able to use to log in to the website!,4
0,"May 9, 2018",Optimus Prime,"Can't even log in, I know the credentials work on the main website though.",3
0,"May 14, 2018",Jerid McIntyre,App crashes. Will not let you log in. Please update app.,2
0,"May 3, 2018",Goran Mitrovic,"Prilično loša aplikacija i preko nje je veoma teško obaviti naručivanje proizvoda. Kad se dođe do dela unosa broja Ikea family kartice ceo proces naručivanja udari u zid. Umesto da se nudi polje gde treba ukucati Ikea family broj (mada je upitno koliko je i ovo uopšte potrebno jer samim činom logovanja sistem zna ovaj broj naručioca), aplikacija nudi skeniranje QR koda pa ako ovo ne uspe, kao što obično to i biva, onda aplikacija nudi drugu opciju za unos Ikea family broja uz poruku: ""imaš problema sa skeniranjem? probaj sa ovom šifrom"". Ova opcija ne funkcioniše uopšte, tj. nema načina da se bilo kakva šifra unese, i otprilike proces naručivanja se ovde efektivno završava. Dodatni problem je i taj što se kroz aplikaciju, kao i kroz ceo Ikea online sistem za naručivanje, ne može videti istorija narudžbenica. Znači, nema načina da utvrdiš šta si prethodno naručivao (osim da tražiš prethodne mejlove od Ikea). I najprostiji sistemi imaju ovu funkcionalnost. Sve u svemu, prilično amaterski odrađena aplikacija.",3
0,"May 5, 2018",Tomas Lempera,Impossible to login although the same credentials work okay on the web,3
0,"May 5, 2018",Chris Greer,Can't even get past selecting a store. Fail.,1
0,"May 3, 2018",Abdul Gofur,"bad apps, not available in Bandung",3
0,"April 26, 2018",Kevin Mortenson,Newest version has login problems.,11
0,"May 19, 2018",Hanna Elizabeth,It always says there is an error,
0,"May 1, 2018",A Google user,I cannot log in since the last update.,2
0,"May 14, 2018",chris arsenault,Garbage. Unable to login,2
0,"May 18, 2018",Caitlin Leadbetter,Since the update no pictures show,1
0,"May 19, 2018",Yanick J. Steinbeck,"App crashe when opening, cant use",
0,"May 21, 2018",Manuela Giuliana,The app logs me out automatically after logging in,
0,"May 15, 2018",Stefan Hollander,Can't login,1
0,"May 23, 2018",Louise Sumner,Love Ikea,
0,"May 16, 2018",Steve Munden,Unfathomable,
0,"March 2, 2019",SONIA Harrison,great,
0,"April 21, 2018",Mihnea Cinteza,"Previously, the app was shoddy and had issues with shopping lists and login. This latest version seems to have none of those problems and it also provides a better search interface. In my view, it's a great improvement. It could still do with maps of the various stores, so you know exactly where you want to go, and with the ability to open IKEA links from emails, messages and so on.",12
0,"April 7, 2018",Preter Pixie,"The app won't let me log in. It said my password was only temporary and needed me to recreate one. I had no issue doing this since it had been a while since I used my account anyway. However, after recreating a password, it STILL said I had a temporary password and needed to create a new one. When I tried signing up for a new account, it confirmed that my email address already existed in the system. Long story short, I can't even log in to use the app so it's a waste. Uninstalling it now.",42
0,"April 17, 2018",Vilma Kirvelaitė,Used to love this app until the latest version. There's a massive bug when syncing shopping lists - it not only fails to do so but keeps the info box on top of everything for a while even after I quit the app entirely. Would love to come back and edit this review after it's all fixed.,21
0,"April 28, 2018",Christian Viray,WARNING SAMSUNG S8+ USERS... Don't waste your time with this garbage. I'm using a s8+ with android 8.0.0 and Samsung experience 9.0.... the app crashes as soon as you try a product search... uninstalling and will never use again...,2
0,"April 1, 2018",Ren Lund,"Lools good but how can you delete or edit shopping lists? I can remove items but now have 4 empty lists i can't sort into rooms to budget (ex. Garden, living room, etc). Would be useful",39
0,"April 21, 2018",claire williams,"Keeps crashing when i search for anything or if i look products up. Won't let me log in. The list is endless. This could, potentially be a good app.",3
0,"April 23, 2018",Megan Hess,Wouldn't even let me log in. Wouldn't recognize my Ikea account. Kept telling me that my password was temporary but when I tried getting a new one sent through email it just kept gave me an error. Uninstalling.,2
0,"April 21, 2018",Martin Stam,"The app was advertised in the store to use. But on attempt to install and login, I found out I could use my IKEA account, but trying to restore my password, it turned out that the IKEA website no longer reacts the way the app does. Points for trying, but implementation failed on integration.",1
0,"April 4, 2018",A Google user,Even when you set your store the app will not update correctly when an item is out of stock or becomes back in stock.,25
